127.0.0.1 - - [31/Mar/2018:12:36:56 +0530] "GET / HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [31/Mar/2018:12:36:57 +0530] "GET /JavaScriptExample/ HTTP/1.1" 404 1028
0:0:0:0:0:0:0:1 - - [31/Mar/2018:12:37:03 +0530] "GET /JavaScriptExample/ HTTP/1.1" 404 1028
0:0:0:0:0:0:0:1 - - [31/Mar/2018:12:37:05 +0530] "GET /JavaScriptExample/ HTTP/1.1" 404 1028
0:0:0:0:0:0:0:1 - - [31/Mar/2018:12:37:13 +0530] "GET /JavaScriptExample/JavaScript1.jsp HTTP/1.1" 200 391
0:0:0:0:0:0:0:1 - - [31/Mar/2018:12:40:23 +0530] "GET /JavaScriptExample/JavaScript1.jsp HTTP/1.1" 200 452
0:0:0:0:0:0:0:1 - - [31/Mar/2018:12:41:09 +0530] "GET /JavaScriptExample/JavaScript1.jsp HTTP/1.1" 200 467
0:0:0:0:0:0:0:1 - - [31/Mar/2018:13:35:45 +0530] "GET /JavaScriptExample/JavaScript2.jsp HTTP/1.1" 200 370
0:0:0:0:0:0:0:1 - - [31/Mar/2018:13:36:46 +0530] "GET /JavaScriptExample/JavaScript2.jsp HTTP/1.1" 200 445
0:0:0:0:0:0:0:1 - - [31/Mar/2018:13:36:53 +0530] "GET /JavaScriptExample/JavaScript2.jsp HTTP/1.1" 200 445
0:0:0:0:0:0:0:1 - - [31/Mar/2018:14:28:47 +0530] "GET /JavaScriptExample/JavaScript2.jsp HTTP/1.1" 200 723
0:0:0:0:0:0:0:1 - - [31/Mar/2018:14:29:20 +0530] "GET /JavaScriptExample/JavaScript2.jsp HTTP/1.1" 200 723
0:0:0:0:0:0:0:1 - - [31/Mar/2018:14:30:01 +0530] "GET /JavaScriptExample/JavaScript2.jsp HTTP/1.1" 200 727
0:0:0:0:0:0:0:1 - - [31/Mar/2018:14:32:16 +0530] "GET /JavaScriptExample/JavaScript2.jsp HTTP/1.1" 200 746
